id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
5171,Parque Faunia Madrid,Faunia Madrid,2025-12-24 00:00:00,Espectáculo,Movilidad reducida,3,8,Cubierto,Desde 20€,https://www.faunia.es/
5172,Festival Tomavistas Madrid,Tomavistas Madrid,2025-01-31 00:00:00,Parque Temático,Ninguna,4,8,Cubierto,Desde 20€,https://www.tomavistasfestival.com/
5173,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-06-06 00:00:00,Parque Temático,Ninguna,5,8,Cubierto,Desde 5€,https://cac.es/
5174,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-05-05 00:00:00,Literatura,Ninguna,2,5,Cubierto,Desde 10€,https://parquedecabarceno.com/
5175,Museo Naval de Madrid,de Madrid,2025-04-30 00:00:00,Espectáculo,Visual,4,8,Cubierto,Desde 5€,https://www.armada.mde.es/MuseoNaval/
5176,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-08-18 00:00:00,Literatura,Ninguna,1,0,Cubierto,Desde 20€,https://museumofillusions.es/madrid/
5177,Festival de Magia - Parque de Atracciones,Atracciones,2025-09-11 00:00:00,Parque Temático,Visual,4,8,Al aire libre,Por confirmar,https://parquedeatracciones.es/eventos/festival-magia
5178,Parque de Aventuras Amazonia,Amazonia,2025-11-27 00:00:00,Festival,Visual,4,5,Cubierto,Desde 10€,https://www.parqueaventuraamazonia.com/
5179,Museo de Cera de Madrid,de Madrid,2025-04-01 00:00:00,Parque Temático,Auditiva,4,8,Al aire libre,Desde 10€,https://www.museoceramadrid.com/
5180,Laberinto de Villapresente Cantabria,Cantabria,2025-12-26 00:00:00,Espectáculo,Ninguna,4,2,Al aire libre,Desde 10€,https://laberintodevillapresente.es/
5181,Familyland Tres Cantos,Cantos,2025-04-26 00:00:00,Espectáculo,Auditiva,5,0,Al aire libre,Gratis,https://familyland.es/
5182,Parque Warner Madrid,Warner Madrid,2025-12-15 00:00:00,Literatura,Ninguna,2,0,Al aire libre,Gratis,https://www.parquewarner.com/
5183,Parque Warner Madrid,Warner Madrid,2025-07-17 00:00:00,Concierto,Auditiva,4,8,Cubierto,Desde 20€,https://www.parquewarner.com/
5184,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-03-13 00:00:00,Espectáculo,Ninguna,3,0,Cubierto,Desde 30€,https://museumofillusions.es/madrid/
5185,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-11-27 00:00:00,Festival,Visual,4,5,Cubierto,Desde 5€,https://cac.es/
5186,Festival Tomavistas Madrid,Tomavistas Madrid,2025-08-18 00:00:00,Exposición,Movilidad reducida,2,8,Cubierto,Gratis,https://www.tomavistasfestival.com/
5187,Museo del Mar de Galicia,Galicia,2025-03-27 00:00:00,Parque Temático,Ninguna,3,2,Al aire libre,Por confirmar,https://museodomar.xunta.gal/
5188,Museo de Cera de Madrid,de Madrid,2025-05-01 00:00:00,Festival,Movilidad reducida,5,0,Al aire libre,Desde 20€,https://www.museoceramadrid.com/
5189,Museo del Ferrocarril de Madrid,de Madrid,2025-08-12 00:00:00,Exposición,Movilidad reducida,2,8,Al aire libre,Desde 20€,https://www.museodelferrocarril.org/
5190,Parque Warner Madrid,Warner Madrid,2025-03-23 00:00:00,Concierto,Visual,5,2,Al aire libre,Desde 10€,https://www.parquewarner.com/
5191,Atlantis Aquarium Madrid,Aquarium Madrid,2025-10-03 00:00:00,Festival,Visual,3,8,Al aire libre,Por confirmar,https://www.atlantisaquarium-madrid.es/
5192,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-07-24 00:00:00,Espectáculo,Cognitiva,3,5,Cubierto,Desde 20€,https://www.aquariumbcn.com/
5193,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-01-19 00:00:00,Festival,Auditiva,5,8,Cubierto,Gratis,https://aitanamusic.es/
5194,Harpia Balaguer Medieval Lleida,Lleida,2025-08-10 00:00:00,Concierto,Ninguna,5,0,Cubierto,Por confirmar,https://balaguer.cat/portal/
5195,Museo del Mar de Galicia,Galicia,2025-02-05 00:00:00,Parque Temático,Cognitiva,4,2,Al aire libre,Desde 30€,https://museodomar.xunta.gal/
5196,Feria del Caballo Jerez,Jerez,2025-11-16 00:00:00,Parque Temático,Visual,3,2,Cubierto,Gratis,https://feriadelcaballojerez.com/
5197,Parque de Aventuras Amazonia,Amazonia,2025-03-19 00:00:00,Museo,Cognitiva,1,5,Cubierto,Desde 30€,https://www.parqueaventuraamazonia.com/
5198,CaixaForum Barcelona,CaixaForum Barcelona,2025-12-20 00:00:00,Literatura,Ninguna,2,5,Cubierto,Desde 5€,https://caixaforum.org/es/barcelona
5199,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-02-14 00:00:00,Concierto,Auditiva,3,5,Al aire libre,Desde 20€,https://aitanamusic.es/
5200,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-07-22 00:00:00,Literatura,Visual,1,8,Cubierto,Por confirmar,https://www.madrid.es/portales/munimadrid
5201,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-02-13 00:00:00,Museo,Visual,1,5,Cubierto,Desde 10€,https://www.oceanografic.org/
5202,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-07-04 00:00:00,Museo,Ninguna,2,5,Cubierto,Desde 20€,https://www.oceanografic.org/
5203,Parque Faunia Madrid,Faunia Madrid,2025-10-08 00:00:00,Espectáculo,Auditiva,4,2,Cubierto,Desde 5€,https://www.faunia.es/
5204,Museo del Mar de Galicia,Galicia,2025-09-16 00:00:00,Festival,Auditiva,3,2,Al aire libre,Desde 20€,https://museodomar.xunta.gal/
5205,Museo del Prado actividades familiares,familiares,2025-01-17 00:00:00,Museo,Ninguna,2,2,Al aire libre,Desde 30€,https://www.museodelprado.es/
5206,Festival Emérita Lúdica Mérida,Mérida,2025-03-16 00:00:00,Exposición,Movilidad reducida,2,8,Al aire libre,Desde 30€,https://meridaludica.com/
5207,Zoo Aquarium de Madrid,de Madrid,2025-01-03 00:00:00,Espectáculo,Auditiva,3,5,Cubierto,Gratis,https://www.zoomadrid.com/
5208,Laberinto de Villapresente Cantabria,Cantabria,2025-01-18 00:00:00,Concierto,Auditiva,3,2,Cubierto,Gratis,https://laberintodevillapresente.es/
5209,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-03-06 00:00:00,Literatura,Auditiva,1,0,Al aire libre,Por confirmar,https://cac.es/
5210,Laberinto de Villapresente Cantabria,Cantabria,2025-06-12 00:00:00,Concierto,Movilidad reducida,5,8,Al aire libre,Desde 10€,https://laberintodevillapresente.es/
5211,Feria Medieval Ibiza,Ibiza,2025-07-20 00:00:00,Espectáculo,Auditiva,4,0,Cubierto,Desde 20€,https://ibiza.travel/
5212,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-08-20 00:00:00,Museo,Ninguna,2,0,Al aire libre,Desde 30€,https://museumofillusions.es/madrid/
5213,CaixaForum Barcelona,CaixaForum Barcelona,2025-02-18 00:00:00,Festival,Visual,3,2,Cubierto,Desde 5€,https://caixaforum.org/es/barcelona
5214,Isla Mágica Sevilla,Mágica Sevilla,2025-01-08 00:00:00,Parque Temático,Auditiva,4,8,Cubierto,Por confirmar,https://www.islamagica.es/
5215,Museo del Prado actividades familiares,familiares,2025-12-21 00:00:00,Exposición,Ninguna,1,2,Al aire libre,Desde 10€,https://www.museodelprado.es/
5216,Festival de los Sentidos Albacete,Albacete,2025-01-08 00:00:00,Concierto,Visual,4,2,Al aire libre,Desde 20€,https://festivaldelossentidos.com/
5217,Museo de la Felicidad Madrid,Felicidad Madrid,2025-09-16 00:00:00,Concierto,Cognitiva,5,2,Cubierto,Desde 30€,https://www.museodelafelicidad.es/
5218,Museo del Ferrocarril de Madrid,de Madrid,2025-01-02 00:00:00,Concierto,Movilidad reducida,4,2,Al aire libre,Desde 30€,https://www.museodelferrocarril.org/
5219,Pinocho en el Circo - Teatro San Pol,Pol,2025-11-19 00:00:00,Concierto,Ninguna,3,5,Al aire libre,Por confirmar,https://teatrosanpol.com/
5220,Castillo de Manzanares el Real,Real,2025-08-26 00:00:00,Espectáculo,Auditiva,3,8,Al aire libre,Desde 10€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
5221,Museo del Ferrocarril de Madrid,de Madrid,2025-04-09 00:00:00,Literatura,Cognitiva,2,5,Cubierto,Gratis,https://www.museodelferrocarril.org/
5222,Museo del Ferrocarril de Madrid,de Madrid,2025-09-06 00:00:00,Museo,Visual,2,5,Cubierto,Por confirmar,https://www.museodelferrocarril.org/
5223,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-07-29 00:00:00,Concierto,Ninguna,5,5,Al aire libre,Desde 5€,https://www.madrid.es/portales/munimadrid
5224,Familyland Tres Cantos,Cantos,2025-02-15 00:00:00,Concierto,Ninguna,3,0,Cubierto,Por confirmar,https://familyland.es/
5225,Teleférico de Madrid,de Madrid,2025-09-10 00:00:00,Literatura,Cognitiva,2,0,Cubierto,Desde 20€,https://teleferico.emtmadrid.es/
5226,Museo del Chocolate Astorga,Astorga,2025-04-26 00:00:00,Concierto,Movilidad reducida,3,0,Al aire libre,Por confirmar,https://museodelchocolateastorga.com/
5227,Museo Guggenheim actividades familiares,familiares,2025-11-01 00:00:00,Exposición,Ninguna,2,0,Cubierto,Desde 5€,https://www.guggenheim-bilbao.eus/
5228,Museo Interactivo de la Música Málaga,Málaga,2025-10-24 00:00:00,Concierto,Cognitiva,4,5,Al aire libre,Desde 10€,https://www.musicaenaccion.com/
5229,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-02-04 00:00:00,Espectáculo,Visual,4,5,Cubierto,Desde 20€,https://cac.es/
5230,Teleférico de Madrid,de Madrid,2025-09-02 00:00:00,Literatura,Auditiva,2,5,Al aire libre,Desde 30€,https://teleferico.emtmadrid.es/
5231,Pinocho en el Circo - Teatro San Pol,Pol,2025-11-14 00:00:00,Museo,Ninguna,1,0,Cubierto,Gratis,https://teatrosanpol.com/
5232,Atlantis Aquarium Madrid,Aquarium Madrid,2025-10-26 00:00:00,Festival,Ninguna,4,8,Al aire libre,Desde 20€,https://www.atlantisaquarium-madrid.es/
5233,Festival de Magia - Parque de Atracciones,Atracciones,2025-05-19 00:00:00,Museo,Ninguna,1,8,Cubierto,Por confirmar,https://parquedeatracciones.es/eventos/festival-magia
5234,Familyland Tres Cantos,Cantos,2025-03-22 00:00:00,Exposición,Movilidad reducida,2,2,Al aire libre,Desde 5€,https://familyland.es/
5235,Acuario de Gijón,Gijón,2025-06-11 00:00:00,Literatura,Visual,1,0,Al aire libre,Desde 5€,https://acuariodegijon.es/
5236,Parque Gulliver Valencia,Gulliver Valencia,2025-03-26 00:00:00,Parque Temático,Cognitiva,3,5,Al aire libre,Desde 10€,https://www.visitvalencia.com/
5237,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-12-14 00:00:00,Parque Temático,Visual,4,0,Cubierto,Desde 10€,https://kartingangelburgueno.com/
5238,Festival de Magia - Parque de Atracciones,Atracciones,2025-08-13 00:00:00,Parque Temático,Cognitiva,4,5,Al aire libre,Desde 30€,https://parquedeatracciones.es/eventos/festival-magia
5239,Festival de los Sentidos Albacete,Albacete,2025-07-20 00:00:00,Exposición,Cognitiva,1,8,Al aire libre,Gratis,https://festivaldelossentidos.com/
5240,Museo Guggenheim actividades familiares,familiares,2025-02-06 00:00:00,Exposición,Visual,2,8,Al aire libre,Desde 5€,https://www.guggenheim-bilbao.eus/
5241,Feria Medieval Ibiza,Ibiza,2025-07-19 00:00:00,Exposición,Cognitiva,2,2,Al aire libre,Desde 20€,https://ibiza.travel/
5242,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-01-08 00:00:00,Literatura,Ninguna,2,8,Al aire libre,Desde 5€,https://cac.es/
5243,Museo del Prado actividades familiares,familiares,2025-07-13 00:00:00,Parque Temático,Movilidad reducida,4,5,Al aire libre,Desde 30€,https://www.museodelprado.es/
5244,Atlantis Aquarium Madrid,Aquarium Madrid,2025-01-06 00:00:00,Exposición,Auditiva,2,8,Al aire libre,Desde 5€,https://www.atlantisaquarium-madrid.es/
5245,Museo de la Felicidad Madrid,Felicidad Madrid,2025-06-30 00:00:00,Museo,Cognitiva,1,5,Al aire libre,Desde 20€,https://www.museodelafelicidad.es/
5246,Dinópolis Teruel,Teruel,2025-06-21 00:00:00,Espectáculo,Auditiva,4,8,Cubierto,Gratis,https://www.dinopolis.com/
5247,Festival de Magia - Parque de Atracciones,Atracciones,2025-12-20 00:00:00,Espectáculo,Cognitiva,4,2,Al aire libre,Desde 30€,https://parquedeatracciones.es/eventos/festival-magia
5248,Festival de los Sentidos Albacete,Albacete,2025-09-24 00:00:00,Parque Temático,Visual,5,5,Cubierto,Gratis,https://festivaldelossentidos.com/
5249,Festival Pirineos Sur,Sur,2025-02-05 00:00:00,Parque Temático,Auditiva,5,0,Al aire libre,Desde 10€,https://pirineos-sur.es/
5250,Parque Faunia Madrid,Faunia Madrid,2025-08-27 00:00:00,Literatura,Cognitiva,2,8,Al aire libre,Desde 20€,https://www.faunia.es/
5251,Museo del Prado actividades familiares,familiares,2025-04-29 00:00:00,Espectáculo,Cognitiva,3,0,Al aire libre,Desde 30€,https://www.museodelprado.es/
5252,Harpia Balaguer Medieval Lleida,Lleida,2025-10-01 00:00:00,Literatura,Cognitiva,2,0,Cubierto,Desde 20€,https://balaguer.cat/portal/
5253,Museo del Ferrocarril de Madrid,de Madrid,2025-01-24 00:00:00,Literatura,Auditiva,2,8,Al aire libre,Desde 20€,https://www.museodelferrocarril.org/
5254,Museo Naval de Madrid,de Madrid,2025-07-29 00:00:00,Museo,Visual,1,8,Al aire libre,Gratis,https://www.armada.mde.es/MuseoNaval/
5255,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-03-19 00:00:00,Museo,Cognitiva,2,8,Cubierto,Desde 30€,https://aitanamusic.es/
5256,Museo de la Ciencia Valladolid,Valladolid,2025-04-26 00:00:00,Exposición,Visual,2,5,Al aire libre,Desde 10€,https://museocienciavalladolid.es/
5257,Festival Emérita Lúdica Mérida,Mérida,2025-10-05 00:00:00,Exposición,Movilidad reducida,1,2,Cubierto,Desde 5€,https://meridaludica.com/
5258,CaixaForum Madrid,CaixaForum Madrid,2025-03-05 00:00:00,Museo,Cognitiva,1,2,Al aire libre,Desde 30€,https://caixaforum.org/es/madrid
5259,Museo del Mar de Galicia,Galicia,2025-03-20 00:00:00,Museo,Ninguna,2,5,Cubierto,Desde 10€,https://museodomar.xunta.gal/
5260,Feria Medieval Ibiza,Ibiza,2025-06-13 00:00:00,Exposición,Visual,2,0,Al aire libre,Desde 5€,https://ibiza.travel/
5261,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-06-16 00:00:00,Concierto,Cognitiva,3,8,Cubierto,Desde 5€,https://museumofillusions.es/madrid/
5262,CaixaForum Madrid,CaixaForum Madrid,2025-07-08 00:00:00,Festival,Ninguna,3,0,Cubierto,Gratis,https://caixaforum.org/es/madrid
5263,Atlantis Aquarium Madrid,Aquarium Madrid,2025-11-13 00:00:00,Literatura,Auditiva,2,8,Al aire libre,Por confirmar,https://www.atlantisaquarium-madrid.es/
5264,Castillo de Manzanares el Real,Real,2025-12-26 00:00:00,Espectáculo,Ninguna,3,2,Cubierto,Desde 20€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
5265,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-07-20 00:00:00,Concierto,Movilidad reducida,4,0,Cubierto,Por confirmar,https://museumofillusions.es/madrid/
5266,Maratón de los Cuentos Guadalajara,Guadalajara,2025-07-28 00:00:00,Exposición,Auditiva,1,2,Al aire libre,Desde 20€,https://www.maratondeloscuentos.org/
5267,Festival de los Sentidos Albacete,Albacete,2025-03-16 00:00:00,Parque Temático,Ninguna,5,5,Al aire libre,Desde 20€,https://festivaldelossentidos.com/
5268,Feria Medieval Ibiza,Ibiza,2025-04-05 00:00:00,Museo,Auditiva,2,0,Al aire libre,Desde 5€,https://ibiza.travel/
5269,Parque de Aventuras Amazonia,Amazonia,2025-02-26 00:00:00,Exposición,Cognitiva,1,5,Cubierto,Desde 5€,https://www.parqueaventuraamazonia.com/
5270,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-06-24 00:00:00,Museo,Movilidad reducida,2,8,Al aire libre,Desde 30€,https://cac.es/
5271,Harpia Balaguer Medieval Lleida,Lleida,2025-11-21 00:00:00,Parque Temático,Cognitiva,4,8,Cubierto,Gratis,https://balaguer.cat/portal/
5272,Festival de Magia - Parque de Atracciones,Atracciones,2025-08-30 00:00:00,Concierto,Ninguna,3,0,Cubierto,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia
5273,Museo de la Felicidad Madrid,Felicidad Madrid,2025-04-17 00:00:00,Parque Temático,Auditiva,3,2,Cubierto,Desde 10€,https://www.museodelafelicidad.es/
5274,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-11-30 00:00:00,Espectáculo,Movilidad reducida,5,8,Cubierto,Desde 30€,https://www.oceanografic.org/
5275,Parque Faunia Madrid,Faunia Madrid,2025-11-26 00:00:00,Espectáculo,Ninguna,5,5,Al aire libre,Gratis,https://www.faunia.es/
5276,Atlantis Aquarium Madrid,Aquarium Madrid,2025-05-28 00:00:00,Concierto,Visual,3,5,Cubierto,Desde 10€,https://www.atlantisaquarium-madrid.es/
5277,Festival Pirineos Sur,Sur,2025-01-14 00:00:00,Museo,Visual,1,5,Cubierto,Desde 30€,https://pirineos-sur.es/
5278,Festival Pirineos Sur,Sur,2025-04-11 00:00:00,Exposición,Ninguna,2,0,Al aire libre,Por confirmar,https://pirineos-sur.es/
5279,Parque de Aventuras Amazonia,Amazonia,2025-11-16 00:00:00,Espectáculo,Cognitiva,4,5,Cubierto,Desde 30€,https://www.parqueaventuraamazonia.com/
5280,Dinópolis Teruel,Teruel,2025-04-01 00:00:00,Espectáculo,Auditiva,5,8,Al aire libre,Desde 20€,https://www.dinopolis.com/
5281,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-05-14 00:00:00,Concierto,Movilidad reducida,4,2,Al aire libre,Desde 5€,https://aitanamusic.es/
5282,Festival Pirineos Sur,Sur,2025-10-20 00:00:00,Festival,Auditiva,4,0,Cubierto,Gratis,https://pirineos-sur.es/
5283,Museo de Cera de Madrid,de Madrid,2025-04-15 00:00:00,Museo,Ninguna,2,8,Al aire libre,Gratis,https://www.museoceramadrid.com/
5284,CaixaForum Barcelona,CaixaForum Barcelona,2025-10-04 00:00:00,Festival,Cognitiva,4,2,Cubierto,Gratis,https://caixaforum.org/es/barcelona
5285,Pinocho en el Circo - Teatro San Pol,Pol,2025-09-24 00:00:00,Parque Temático,Ninguna,5,2,Al aire libre,Desde 5€,https://teatrosanpol.com/
5286,Acuario de Gijón,Gijón,2025-10-15 00:00:00,Espectáculo,Movilidad reducida,4,0,Al aire libre,Por confirmar,https://acuariodegijon.es/
5287,Teleférico de Madrid,de Madrid,2025-10-26 00:00:00,Espectáculo,Movilidad reducida,4,0,Cubierto,Desde 20€,https://teleferico.emtmadrid.es/
5288,Festival Tomavistas Madrid,Tomavistas Madrid,2025-10-13 00:00:00,Parque Temático,Auditiva,4,8,Cubierto,Desde 20€,https://www.tomavistasfestival.com/
5289,Parque Faunia Madrid,Faunia Madrid,2025-10-09 00:00:00,Exposición,Visual,2,2,Cubierto,Por confirmar,https://www.faunia.es/
5290,Castillo de Manzanares el Real,Real,2025-07-01 00:00:00,Espectáculo,Auditiva,4,8,Cubierto,Desde 30€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
5291,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-06-03 00:00:00,Parque Temático,Ninguna,3,2,Al aire libre,Desde 30€,https://www.oceanografic.org/
5292,Parque de Aventuras Amazonia,Amazonia,2025-06-13 00:00:00,Festival,Movilidad reducida,3,2,Cubierto,Desde 20€,https://www.parqueaventuraamazonia.com/
5293,Festival Emérita Lúdica Mérida,Mérida,2025-08-06 00:00:00,Espectáculo,Ninguna,5,2,Cubierto,Desde 30€,https://meridaludica.com/
5294,Familyland Tres Cantos,Cantos,2025-08-21 00:00:00,Parque Temático,Visual,4,2,Cubierto,Por confirmar,https://familyland.es/
5295,Parque Warner Madrid,Warner Madrid,2025-10-31 00:00:00,Parque Temático,Auditiva,3,5,Cubierto,Desde 10€,https://www.parquewarner.com/
5296,Festival de los Sentidos Albacete,Albacete,2025-10-11 00:00:00,Literatura,Movilidad reducida,2,8,Al aire libre,Por confirmar,https://festivaldelossentidos.com/
5297,Festival de los Sentidos Albacete,Albacete,2025-08-17 00:00:00,Museo,Cognitiva,2,2,Cubierto,Por confirmar,https://festivaldelossentidos.com/
5298,Feria del Caballo Jerez,Jerez,2025-11-29 00:00:00,Exposición,Visual,1,5,Al aire libre,Por confirmar,https://feriadelcaballojerez.com/
5299,Parque Gulliver Valencia,Gulliver Valencia,2025-11-27 00:00:00,Festival,Cognitiva,3,8,Al aire libre,Desde 10€,https://www.visitvalencia.com/
5300,Pinocho en el Circo - Teatro San Pol,Pol,2025-12-16 00:00:00,Museo,Auditiva,2,2,Al aire libre,Por confirmar,https://teatrosanpol.com/
5301,Feria del Caballo Jerez,Jerez,2025-07-25 00:00:00,Literatura,Ninguna,2,8,Al aire libre,Desde 30€,https://feriadelcaballojerez.com/
5302,Museo del Chocolate Astorga,Astorga,2025-03-07 00:00:00,Festival,Cognitiva,4,0,Cubierto,Desde 20€,https://museodelchocolateastorga.com/
5303,Festival Tomavistas Madrid,Tomavistas Madrid,2025-04-20 00:00:00,Concierto,Movilidad reducida,4,0,Al aire libre,Desde 30€,https://www.tomavistasfestival.com/
5304,Museo de la Felicidad Madrid,Felicidad Madrid,2025-01-11 00:00:00,Festival,Cognitiva,3,8,Cubierto,Desde 30€,https://www.museodelafelicidad.es/
5305,Harpia Balaguer Medieval Lleida,Lleida,2025-10-22 00:00:00,Parque Temático,Auditiva,3,2,Al aire libre,Desde 5€,https://balaguer.cat/portal/
