nombre_evento,ciudad,fecha,categoria,necesidad_especial,precio,descripcion
Karting Ángel Burgueño Madrid,Madrid,2025-11-14 00:00:00,Educación,visual,Desde 30€,Disfruta de un exposición familiar en Karting Ángel Burgueño Madrid en Madrid el 14 de November de 2025.
Museo Naval de Madrid,Madrid,2025-07-11 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Museo Naval de Madrid en Madrid el 11 de July de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-02-26 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un concierto familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 26 de February de 2025.
Museo del Mar de Galicia,A Coruña,2025-05-22 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Museo del Mar de Galicia en A Coruña el 22 de May de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-11-09 00:00:00,Ocio,visual,Desde 30€,Disfruta de un festival familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 9 de November de 2025.
Isla Mágica Sevilla,Sevilla,2025-12-02 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Isla Mágica Sevilla en Sevilla el 2 de December de 2025.
Parque Warner Madrid,Madrid,2025-12-24 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un espectáculo familiar en Parque Warner Madrid en Madrid el 24 de December de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-03-31 00:00:00,Educación,visual,Por confirmar,Disfruta de un museo familiar en Museo de la Ciencia Valladolid en Valladolid el 31 de March de 2025.
Festival Pirineos Sur,Madrid,2025-04-04 00:00:00,Ocio,visual,Desde 10€,Disfruta de un espectáculo familiar en Festival Pirineos Sur en Madrid el 4 de April de 2025.
PortAventura World,Madrid,2025-08-30 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en PortAventura World en Madrid el 30 de August de 2025.
Isla Mágica Sevilla,Sevilla,2025-12-29 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Isla Mágica Sevilla en Sevilla el 29 de December de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-09-19 00:00:00,Ocio,visual,Gratis,Disfruta de un parque temático familiar en Museo Nacional de Ciencias Naturales en Madrid el 19 de September de 2025.
Museo del Mar de Galicia,A Coruña,2025-03-03 00:00:00,Ocio,ninguna,Gratis,Disfruta de un concierto familiar en Museo del Mar de Galicia en A Coruña el 3 de March de 2025.
Museo Naval de Madrid,Madrid,2025-05-15 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Museo Naval de Madrid en Madrid el 15 de May de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-08-17 00:00:00,Ocio,visual,Gratis,Disfruta de un espectáculo familiar en Laberinto de Villapresente Cantabria en Cantabria el 17 de August de 2025.
Museo de Cera de Madrid,Madrid,2025-08-12 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Museo de Cera de Madrid en Madrid el 12 de August de 2025.
CosmoCaixa Barcelona,Barcelona,2025-01-07 00:00:00,Ocio,ninguna,Gratis,Disfruta de un festival familiar en CosmoCaixa Barcelona en Barcelona el 7 de January de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-04-20 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Museo Nacional de Ciencias Naturales en Madrid el 20 de April de 2025.
Bioparc Valencia,Valencia,2025-07-05 00:00:00,Ocio,visual,Desde 5€,Disfruta de un concierto familiar en Bioparc Valencia en Valencia el 5 de July de 2025.
Isla Mágica Sevilla,Sevilla,2025-07-04 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Isla Mágica Sevilla en Sevilla el 4 de July de 2025.
Jurassic World Experience Madrid,Madrid,2025-01-30 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Jurassic World Experience Madrid en Madrid el 30 de January de 2025.
Dinópolis Teruel,Teruel,2025-05-15 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un espectáculo familiar en Dinópolis Teruel en Teruel el 15 de May de 2025.
Museo de Cera de Madrid,Madrid,2025-10-23 00:00:00,Educación,auditiva,Desde 10€,Disfruta de un exposición familiar en Museo de Cera de Madrid en Madrid el 23 de October de 2025.
Isla Mágica Sevilla,Sevilla,2025-09-16 00:00:00,Ocio,auditiva,Gratis,Disfruta de un festival familiar en Isla Mágica Sevilla en Sevilla el 16 de September de 2025.
Festival Pirineos Sur,Madrid,2025-09-01 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Festival Pirineos Sur en Madrid el 1 de September de 2025.
Parque Gulliver Valencia,Valencia,2025-05-08 00:00:00,Educación,visual,Desde 30€,Disfruta de un exposición familiar en Parque Gulliver Valencia en Valencia el 8 de May de 2025.
Museo de la Felicidad Madrid,Madrid,2025-12-19 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en Museo de la Felicidad Madrid en Madrid el 19 de December de 2025.
CaixaForum Barcelona,Barcelona,2025-05-25 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en CaixaForum Barcelona en Barcelona el 25 de May de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-03-21 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 21 de March de 2025.
Feria del Caballo Jerez,Cádiz,2025-06-09 00:00:00,Ocio,visual,Desde 5€,Disfruta de un espectáculo familiar en Feria del Caballo Jerez en Cádiz el 9 de June de 2025.
Acuario de Gijón,Asturias,2025-11-08 00:00:00,Ocio,auditiva,Gratis,Disfruta de un festival familiar en Acuario de Gijón en Asturias el 8 de November de 2025.
Parque Warner Madrid,Madrid,2025-06-08 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un espectáculo familiar en Parque Warner Madrid en Madrid el 8 de June de 2025.
Jurassic World Experience Madrid,Madrid,2025-10-10 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un espectáculo familiar en Jurassic World Experience Madrid en Madrid el 10 de October de 2025.
Pueblo Español de Barcelona,Barcelona,2025-07-05 00:00:00,Ocio,visual,Desde 30€,Disfruta de un festival familiar en Pueblo Español de Barcelona en Barcelona el 5 de July de 2025.
Festival de los Sentidos Albacete,Albacete,2025-11-05 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en Festival de los Sentidos Albacete en Albacete el 5 de November de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-04-03 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un literatura familiar en Museo del Prado actividades familiares en Bizkaia el 3 de April de 2025.
Zoo Aquarium de Madrid,Madrid,2025-04-22 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un parque temático familiar en Zoo Aquarium de Madrid en Madrid el 22 de April de 2025.
Museo de la Felicidad Madrid,Madrid,2025-11-01 00:00:00,Educación,visual,Desde 5€,Disfruta de un exposición familiar en Museo de la Felicidad Madrid en Madrid el 1 de November de 2025.
Museo Naval de Madrid,Madrid,2025-03-27 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Museo Naval de Madrid en Madrid el 27 de March de 2025.
Parque Faunia Madrid,Madrid,2025-07-07 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un concierto familiar en Parque Faunia Madrid en Madrid el 7 de July de 2025.
Pueblo Español de Barcelona,Barcelona,2025-01-05 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Pueblo Español de Barcelona en Barcelona el 5 de January de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-01-23 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 23 de January de 2025.
Parque Warner Madrid,Madrid,2025-09-09 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Parque Warner Madrid en Madrid el 9 de September de 2025.
Festival Pirineos Sur,Madrid,2025-04-26 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 26 de April de 2025.
Jurassic World Experience Madrid,Madrid,2025-06-10 00:00:00,Ocio,visual,Gratis,Disfruta de un festival familiar en Jurassic World Experience Madrid en Madrid el 10 de June de 2025.
Festival de los Sentidos Albacete,Albacete,2025-05-25 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Festival de los Sentidos Albacete en Albacete el 25 de May de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-08-03 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un espectáculo familiar en Concierto Aitana Estadio Metropolitano en Madrid el 3 de August de 2025.
Atlantis Aquarium Madrid,Madrid,2025-08-02 00:00:00,Ocio,visual,Desde 20€,Disfruta de un literatura familiar en Atlantis Aquarium Madrid en Madrid el 2 de August de 2025.
Festival Pirineos Sur,Madrid,2025-01-09 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 9 de January de 2025.
PortAventura World,Madrid,2025-01-26 00:00:00,Ocio,visual,Desde 10€,Disfruta de un literatura familiar en PortAventura World en Madrid el 26 de January de 2025.
CosmoCaixa Barcelona,Barcelona,2025-06-28 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un concierto familiar en CosmoCaixa Barcelona en Barcelona el 28 de June de 2025.
Parque Gulliver Valencia,Valencia,2025-12-23 00:00:00,Ocio,visual,Desde 10€,Disfruta de un concierto familiar en Parque Gulliver Valencia en Valencia el 23 de December de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-10-20 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Festival de Magia - Parque de Atracciones en Madrid el 20 de October de 2025.
Harpia Balaguer Medieval Lleida,Lleida,2025-02-04 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Harpia Balaguer Medieval Lleida en Lleida el 4 de February de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-07-23 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Museo de las Ilusiones Madrid en Madrid el 23 de July de 2025.
Museo Naval de Madrid,Madrid,2025-11-24 00:00:00,Ocio,auditiva,Gratis,Disfruta de un literatura familiar en Museo Naval de Madrid en Madrid el 24 de November de 2025.
L'Aquàrium Barcelona,Barcelona,2025-01-22 00:00:00,Educación,visual,Desde 20€,Disfruta de un museo familiar en L'Aquàrium Barcelona en Barcelona el 22 de January de 2025.
Parque Faunia Madrid,Madrid,2025-09-01 00:00:00,Educación,visual,Desde 20€,Disfruta de un exposición familiar en Parque Faunia Madrid en Madrid el 1 de September de 2025.
Parque de Aventuras Amazonia,Madrid,2025-03-11 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Parque de Aventuras Amazonia en Madrid el 11 de March de 2025.
Dinópolis Teruel,Teruel,2025-03-14 00:00:00,Ocio,visual,Gratis,Disfruta de un literatura familiar en Dinópolis Teruel en Teruel el 14 de March de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-08-14 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un concierto familiar en Festival de Magia - Parque de Atracciones en Madrid el 14 de August de 2025.
Teleférico de Madrid,Madrid,2025-11-06 00:00:00,Educación,ninguna,Gratis,Disfruta de un museo familiar en Teleférico de Madrid en Madrid el 6 de November de 2025.
Feria del Caballo Jerez,Cádiz,2025-04-26 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Feria del Caballo Jerez en Cádiz el 26 de April de 2025.
PortAventura World,Madrid,2025-02-03 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un concierto familiar en PortAventura World en Madrid el 3 de February de 2025.
Feria del Caballo Jerez,Cádiz,2025-10-27 00:00:00,Educación,auditiva,Desde 30€,Disfruta de un exposición familiar en Feria del Caballo Jerez en Cádiz el 27 de October de 2025.
Museo Naval de Madrid,Madrid,2025-07-30 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un parque temático familiar en Museo Naval de Madrid en Madrid el 30 de July de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-07-20 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 20 de July de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-06-13 00:00:00,Ocio,visual,Desde 30€,Disfruta de un literatura familiar en Laberinto de Villapresente Cantabria en Cantabria el 13 de June de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-11-13 00:00:00,Educación,auditiva,Gratis,Disfruta de un museo familiar en Museo del Ferrocarril de Madrid en Madrid el 13 de November de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-01-15 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en Museo de las Ilusiones Madrid en Madrid el 15 de January de 2025.
Museo del Mar de Galicia,A Coruña,2025-11-09 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Museo del Mar de Galicia en A Coruña el 9 de November de 2025.
L'Aquàrium Barcelona,Barcelona,2025-01-04 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en L'Aquàrium Barcelona en Barcelona el 4 de January de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-08-18 00:00:00,Educación,auditiva,Desde 30€,Disfruta de un exposición familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 18 de August de 2025.
Pueblo Español de Barcelona,Barcelona,2025-02-10 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Pueblo Español de Barcelona en Barcelona el 10 de February de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-01-25 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un concierto familiar en Museo del Prado actividades familiares en Bizkaia el 25 de January de 2025.
Harpia Balaguer Medieval Lleida,Lleida,2025-08-12 00:00:00,Educación,auditiva,Desde 20€,Disfruta de un museo familiar en Harpia Balaguer Medieval Lleida en Lleida el 12 de August de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-03-30 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Festival de Magia - Parque de Atracciones en Madrid el 30 de March de 2025.
Parque Faunia Madrid,Madrid,2025-06-20 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en Parque Faunia Madrid en Madrid el 20 de June de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-12-25 00:00:00,Educación,auditiva,Desde 10€,Disfruta de un exposición familiar en Museo de las Ilusiones Madrid en Madrid el 25 de December de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-07-13 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Museo de la Ciencia Valladolid en Valladolid el 13 de July de 2025.
Museo de la Felicidad Madrid,Madrid,2025-04-21 00:00:00,Ocio,visual,Gratis,Disfruta de un parque temático familiar en Museo de la Felicidad Madrid en Madrid el 21 de April de 2025.
Familyland Tres Cantos,Madrid,2025-02-17 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un parque temático familiar en Familyland Tres Cantos en Madrid el 17 de February de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-04-01 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 1 de April de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-04-06 00:00:00,Ocio,visual,Desde 30€,Disfruta de un parque temático familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 6 de April de 2025.
Museo de Cera de Madrid,Madrid,2025-05-19 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Museo de Cera de Madrid en Madrid el 19 de May de 2025.
Familyland Tres Cantos,Madrid,2025-07-26 00:00:00,Educación,auditiva,Desde 5€,Disfruta de un museo familiar en Familyland Tres Cantos en Madrid el 26 de July de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-06-02 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Museo de las Ilusiones Madrid en Madrid el 2 de June de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-01-16 00:00:00,Ocio,auditiva,Gratis,Disfruta de un literatura familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 16 de January de 2025.
Museo de la Felicidad Madrid,Madrid,2025-10-19 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Museo de la Felicidad Madrid en Madrid el 19 de October de 2025.
PortAventura World,Madrid,2025-05-13 00:00:00,Educación,visual,Desde 20€,Disfruta de un museo familiar en PortAventura World en Madrid el 13 de May de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-09-12 00:00:00,Educación,ninguna,Gratis,Disfruta de un exposición familiar en Museo del Prado actividades familiares en Bizkaia el 12 de September de 2025.
Isla Mágica Sevilla,Sevilla,2025-05-26 00:00:00,Educación,auditiva,Desde 30€,Disfruta de un museo familiar en Isla Mágica Sevilla en Sevilla el 26 de May de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-12-22 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 22 de December de 2025.
Festival de los Sentidos Albacete,Albacete,2025-06-14 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Festival de los Sentidos Albacete en Albacete el 14 de June de 2025.
PortAventura World,Madrid,2025-10-02 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en PortAventura World en Madrid el 2 de October de 2025.
CaixaForum Madrid,Madrid,2025-03-25 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en CaixaForum Madrid en Madrid el 25 de March de 2025.
