Company;TypeName;Inches;Ram;Memory;Weight;Price_euros;ScreenType;Resolution;IsTouchscreen;Cpu_Type;Memory_Cpu;OpsysType;Version;Manufacturer;MemoryGraphic;Model Base;Specifications;width;height
HP;2 in 1 Convertible;14.0;4.0;128.0;1.63;699.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i3 7100U;2.4;Windows;10;Nvidia;GeForce 940MX;Pavilion X360;;1920;1080
Dell;Notebook;17.3;8.0;1024.0;4.42;2046.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.7;Windows;10;Nvidia;GeForce GTX 1060;Alienware 17;;1920;1080
HP;Notebook;15.6;4.0;500.0;1.86;344.99;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;No OS;;Intel;HD Graphics 520;250 G6;;1920;1080
Asus;Gaming;17.3;8.0;1024.0;3.0;1187.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;FX753VD-GC071T ;8GB/1TB/GeForce;1920;1080
Samsung;2 in 1 Convertible;15.0;16.0;256.0;1.71;1799.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;AMD;Radeon 540;Notebook 9;;1920;1080
Toshiba;Notebook;15.6;4.0;500.0;2.0;669.0;;1366x768;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Satellite Pro;;1366;768
Dell;Notebook;15.6;2.0;500.0;2.2;379.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;Inspiron 3552;;1366;768
Asus;Ultrabook;14.0;8.0;256.0;1.3;1193.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;UX430UQ-GV209R ;8GB/256GB/GeForce;1920;1080
Google;Ultrabook;12.3;8.0;128.0;1.1;1275.0;Touchscreen;2400x1600;True;Intel Core i5 7Y57;1.2;Chrome OS;;Intel;HD Graphics 615;Pixelbook ;;2400;1600
Asus;Gaming;15.6;8.0;128.0;2.3;1655.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;ROG Strix;;1920;1080
HP;2 in 1 Convertible;11.6;4.0;256.0;1.45;775.0;Touchscreen;1366x768;True;Intel Pentium Quad Core N4200;1.1;Windows;10;Intel;HD Graphics 505;ProBook x360;;1366;768
Dell;Ultrabook;13.3;8.0;256.0;1.2;1449.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;XPS 13;;1920;1080
HP;Notebook;15.6;4.0;256.0;1.86;398.49;Full HD;1920x1080;False;AMD A6-Series 9220;2.5;Windows;10;AMD;Radeon R4 Graphics;255 G6;;1920;1080
Dell;Workstation;15.6;16.0;256.0;2.17;1975.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6820HQ;2.7;Windows;10;Nvidia;Quadro M620;Precision 3520;;1920;1080
MSI;Gaming;14.0;16.0;256.0;1.6;1891.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GS43VR 7RE;;1920;1080
Dell;2 in 1 Convertible;13.3;8.0;256.0;1.24;1899.0;Touchscreen / Full HD;1920x1080;True;Intel Core i5 7Y54;1.2;Windows;10;Intel;HD Graphics 615;XPS 13;;1920;1080
Dell;Notebook;15.6;8.0;128.0;2.36;979.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
Dell;Ultrabook;13.3;8.0;256.0;1.2;1399.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;XPS 13;;3200;1800
HP;Notebook;15.6;12.0;128.0;2.21;1327.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Pavilion Power;;1920;1080
Microsoft;Ultrabook;13.5;4.0;128.0;1.252;989.0;Touchscreen;2256x1504;True;Intel Core M m3-7Y30;2.2;Windows;10 S;Intel;HD Graphics 615;Surface Laptop;;2256;1504
HP;Netbook;12.5;8.0;256.0;1.26;1389.0;;1366x768;False;Intel Core i5 7300U;2.6;Windows;10;Intel;HD Graphics 620;EliteBook 820;;1366;768
Acer;Notebook;15.6;8.0;1024.0;2.4;846.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Linux;;Nvidia;GeForce GTX 1050;Aspire 7;;1920;1080
Dell;Gaming;15.6;8.0;1024.0;2.62;1199.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050Ti;Inspiron 7567;;1920;1080
Acer;Notebook;15.6;4.0;500.0;2.2;639.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;Aspire A515-51G;;1920;1080
Dell;Gaming;15.6;8.0;128.0;2.62;1159.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Inspiron 7577;;1920;1080
Lenovo;Notebook;15.6;8.0;256.0;2.3;1049.6;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Thinkpad L560;;1920;1080
Lenovo;Workstation;15.6;16.0;512.0;2.18;1855.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;7;Nvidia;Quadro M520M;ThinkPad P51s;;1920;1080
HP;Notebook;15.6;4.0;500.0;1.86;439.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;250 G6;;1366;768
Toshiba;Notebook;15.6;8.0;500.0;2.0;860.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Satellite Pro;;1920;1080
HP;Notebook;15.6;4.0;500.0;2.1;476.99;;1366x768;False;Intel Core i5 6200U;2.3;No OS;;Intel;HD Graphics 520;250 G4;;1366;768
MSI;Gaming;17.3;8.0;256.0;2.7;1349.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Leopard GP72M;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.0;739.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon R5 M420X;Vostro 5568;;1920;1080
Lenovo;Notebook;14.0;4.0;32.0;1.44;292.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;IdeaPad 120S-14IAP;;1366;768
Acer;Notebook;17.3;4.0;256.0;3.0;702.0;IPS Panel / Full HD;1920x1080;False;Intel Core i3 7130U;2.7;Windows;10;Nvidia;GeForce MX130;Aspire 5;;1920;1080
Dell;2 in 1 Convertible;12.5;8.0;256.0;1.34;1670.0;Touchscreen / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Latitude 5289;;1920;1080
HP;2 in 1 Convertible;11.6;4.0;32.0;1.4;615.0;Touchscreen;1366x768;True;Intel Celeron Dual Core N3350;1.1;Chrome OS;;Intel;HD Graphics 500;Chromebook X360;;1366;768
Acer;Notebook;15.6;8.0;256.0;2.4;799.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce GTX 950M;Aspire F5-573G;;1920;1080
Acer;Notebook;15.6;4.0;500.0;2.4;289.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Linux;;Intel;HD Graphics 400;Aspire ES1-531;;1366;768
Dell;2 in 1 Convertible;13.3;8.0;256.0;1.62;869.01;Touchscreen / Full HD;1920x1080;True;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Inspiron 5379;;1920;1080
Lenovo;Ultrabook;14.0;8.0;256.0;1.75;1215.38;IPS Panel / Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;AMD;Radeon RX 550;ThinkPad E480;;1920;1080
Asus;Gaming;15.6;16.0;128.0;2.59;1339.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960M;Rog GL552VW-CN470T;;1920;1080
Samsung;Ultrabook;13.3;8.0;256.0;0.81;1499.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Notebook 9;;1920;1080
HP;Notebook;14.0;8.0;1024.0;1.48;1749.0;Full HD;1920x1080;False;Intel Core i7 7600U;2.8;Windows;10;Intel;HD Graphics 620;EliteBook 840;;1920;1080
Dell;Notebook;15.6;8.0;1024.0;1.98;961.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce GT 940MX;Vostro 5568;;1920;1080
Dell;Notebook;15.6;8.0;128.0;2.02;855.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Inspiron 5570;;1920;1080
HP;Notebook;14.0;8.0;256.0;1.43;1469.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;EliteBook 1040;;1920;1080
Lenovo;Ultrabook;14.0;8.0;512.0;1.7;1943.0;IPS Panel / Full HD;2560x1440;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GT 940MX;Thinkpad T470p;;2560;1440
Asus;Notebook;15.6;4.0;500.0;2.2;369.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;X553SA-XX031T ;N3050/4GB/500GB/W10;1366;768
Asus;Gaming;17.3;16.0;256.0;2.99;1749.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Rog GL753VE-DS74;;1920;1080
Dell;Notebook;14.0;8.0;256.0;1.6;1205.0;Full HD;1920x1080;False;Intel Core i5 7440HQ;2.8;Windows;10;Intel;HD Graphics 620;Latitude 5480;;1920;1080
Samsung;Notebook;15.6;16.0;128.0;2.5;1699.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Notebook Odyssey;;1920;1080
Asus;Ultrabook;13.3;16.0;512.0;1.1;1748.9;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Zenbook Flip;;1920;1080
Lenovo;Notebook;15.6;8.0;1024.0;2.5;788.49;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;AMD;Radeon R5 M330;B51-80 ;8GB/1008GB/Radeon;1920;1080
MSI;Gaming;17.3;16.0;128.0;4.14;2199.0;Full HD;1920x1080;False;Intel Core i7 6820HK;2.7;Windows;10;Nvidia;GeForce GTX 970M;Laptop MSI;;1920;1080
Dell;Notebook;15.6;4.0;500.0;2.06;481.98;;1366x768;False;Intel Core i3 6100U;2.3;Windows;10;Intel;HD Graphics 520;Latitude 3570;;1366;768
Dell;Gaming;15.6;16.0;256.0;2.62;1479.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Inspiron 7567;;1920;1080
Toshiba;Ultrabook;12.5;8.0;512.0;1.1;1790.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Portege X20W-D-10V;;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.23;544.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;Nvidia;GeForce 940MX;Aspire E5-576G;;1920;1080
HP;Notebook;15.6;8.0;256.0;1.84;1219.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;EliteBook 850;;1920;1080
Dell;Workstation;15.6;16.0;256.0;2.8;3055.0;4K Ultra HD;3840x2160;False;Intel Xeon E3-1505M V6;3.0;Windows;10;Nvidia;Quadro M1200;Precision 7520;;3840;2160
HP;Notebook;13.3;4.0;32.0;1.29;615.0;Quad HD+;3200x1800;False;Intel Pentium Dual Core 4405Y;1.5;Chrome OS;;Intel;HD Graphics 515;Chromebook 13;;3200;1800
Asus;Gaming;17.3;32.0;512.0;3.8;2799.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6820HK;2.7;Windows;10;Nvidia;GeForce GTX 1080;ROG G701VI;;1920;1080
HP;Ultrabook;13.3;8.0;256.0;1.39;1149.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Envy 13-AB077cl;;3200;1800
Asus;Notebook;17.3;4.0;1024.0;2.8;466.0;;1366x768;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Nvidia;GeForce 920MX;X751NV-TY001T ;4GB/1TB/GeForce;1366;768
Lenovo;Notebook;14.0;2.0;32.0;1.42;249.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Windows;10;Intel;HD Graphics 400;IdeaPad 100S-14IBR;;1366;768
Lenovo;Notebook;14.0;8.0;512.0;1.5;799.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7500U;2.7;No OS;;AMD;Radeon R7 M460;IdeaPad 510s-14IKB;;1920;1080
HP;Gaming;17.3;12.0;256.0;3.35;1999.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Omen 17-w207nv;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.2;800.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
HP;Netbook;12.5;8.0;512.0;1.26;1483.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Elitebook 820;;1920;1080
Acer;Notebook;15.6;8.0;256.0;2.2;659.0;;1366x768;False;AMD A12-Series 9720P;2.7;Windows;10;AMD;Radeon RX 540;Aspire 5;;1366;768
Dell;Notebook;15.6;4.0;1024.0;2.18;617.9;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon R5 M420;Vostro 3568;;1366;768
Asus;Notebook;15.6;4.0;1024.0;2.1;519.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Linux;;Nvidia;GeForce 920;VivoBook Max;;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.4;384.0;;1366x768;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Aspire 3;;1366;768
Vero;Notebook;13.3;4.0;32.0;1.35;196.0;Full HD;1920x1080;False;Intel Atom X5-Z8350;1.44;Windows;10;Intel;HD Graphics 400;V131 ;X5-Z8350/4GB/32GB/FHD/W10;1920;1080
Dell;Workstation;15.6;8.0;256.0;2.0;2135.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6820HQ;2.7;Windows;10;Nvidia;Quadro M1200;Precision 5520;;1920;1080
Asus;Notebook;14.0;8.0;256.0;1.4;941.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;UX410UA-GV350T ;i5-8250U/8GB/256GB/FHD/W10;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.1;395.0;;1366x768;False;AMD A9-Series 9420;3.0;Windows;10;AMD;Radeon R5;Aspire 3;;1366;768
Lenovo;Gaming;15.6;8.0;128.0;2.6;1272.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960;IdeaPad Y700-15ISK;;1920;1080
Dell;Notebook;15.6;8.0;1024.0;2.2;599.9;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Linux;;AMD;Radeon R5 M430;Inspiron 3567;;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.1;298.0;;1366x768;False;Intel Pentium Quad Core N4200;1.1;Linux;;Intel;HD Graphics 505;Aspire A315-31;;1366;768
Acer;Netbook;11.6;4.0;32.0;1.35;355.0;IPS Panel;1366x768;False;Intel Celeron Dual Core N3060;1.6;Chrome OS;;Intel;HD Graphics 400;Chromebook 11;;1366;768
Acer;2 in 1 Convertible;11.6;4.0;32.0;1.25;379.0;Touchscreen / IPS Panel;1366x768;True;Intel Celeron Quad Core N3160;1.6;Chrome OS;;Intel;HD Graphics 400;CB5-132T-C9KK ;4GB/32GB/Chrome;1366;768
Dell;Notebook;15.6;8.0;256.0;2.2;677.35;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Linux;;AMD;Radeon 520;Inspiron 3576;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.2;745.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;AMD;Radeon R5 M430;Inspiron 3567;;1920;1080
Dell;Gaming;15.6;16.0;128.0;2.65;1349.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Inspiron 7577;;1920;1080
